Ad_ID;Campaign_Name;Clicks;Impressions;Cost;Leads;Conversions;Conversion Rate;Sale_Amount;Ad_Date;Location;Device;Keyword
A3291;Data Analytics Course;1690;35890;23783;150;30;18;1754;21/11/2024;Hyderabad;Mobile;Analytics For Data
A3293;Data Analytics Course;920;46310;2333;190;100;109;1521;27/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3296;Data Analytics Course;1380;58910;24747;140;70;51;1138;14/11/2024;Hyderabad;Desktop;Online Data Analytic
A3297;Data Analytics Course;1860;57740;23622;150;60;32;1288;12/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3298;Data Analytics Course;1000;48690;23437;210;70;7;1890;01/11/2024;Hyderabad;Tablet;Data Analitics Online
A3299;Data Analytics Course;1510;54030;18074;220;30;46;1610;29/11/2024;Hyderabad;Tablet;Data Analitics Online
A3302;Data Analytics Course;1410;44830;24023;250;40;28;1516;14/11/2024;Hyderabad;Tablet;Analytics For Data
A3304;Data Analytics Course;1310;55280;18238;270;60;46;1168;03/11/2024;Hyderabad;Desktop;Analytics For Data
A3305;Data Analytics Course;1730;36390;22573;100;40;23;1804;27/11/2024;Hyderabad;Tablet;Data Analitics Online
A3306;Data Analytics Course;1950;40670;22061;200;80;41;1767;08/11/2024;Hyderabad;Desktop;Data Analytics Course
A3307;Data Analytics Course;1260;39310;21216;200;90;58;1537;09/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3309;Data Analytics Course;1410;56630;23757;160;30;45;1269;18/11/2024;Hyderabad;Tablet;Data Analytics Course
A3311;Data Analytics Course;1920;45510;22393;220;100;52;1231;19/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3313;Data Analytics Course;1600;38160;20793;270;90;56;1884;03/11/2024;Hyderabad;Mobile;Analytics For Data
A3314;Data Analytics Course;1400;31540;21273;210;40;29;1024;14/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3315;Data Analytics Course;1340;37000;22657;280;70;56;1836;04/11/2024;Hyderabad;Tablet;Data Analitics Online
A3317;Data Analytics Course;1630;39780;2327;250;90;46;1380;08/11/2024;Hyderabad;Desktop;Data Analitics Online
A3318;Data Analytics Course;1550;51050;23911;200;50;32;1009;05/11/2024;Hyderabad;Mobile;Analytics For Data
A3319;Data Analytics Course;1940;35590;20578;150;90;46;1765;03/11/2024;Hyderabad;Desktop;Online Data Analytic
A3320;Data Analytics Course;1650;30050;23914;230;60;36;1989;27/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3321;Data Analytics Course;1350;47400;23555;240;40;3;1715;07/11/2024;Hyderabad;Desktop;Analytics For Data
A3325;Data Analytics Course;840;56520;19193;300;80;95;1729;13/11/2024;Hyderabad;Mobile;Data Analitics Online
A3327;Data Analytics Course;900;44720;23716;280;100;59;1629;13/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3328;Data Analytics Course;1970;31860;19444;190;60;3;1857;14/11/2024;Hyderabad;Tablet;Data Analytics Course
A3329;Data Analytics Course;1330;42410;19726;250;90;68;1325;26/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3330;Data Analytics Course;1490;50350;23452;280;50;34;1304;04/11/2024;Hyderabad;Desktop;Online Data Analytic
A3331;Data Analytics Course;1970;56860;23976;270;90;56;1462;17/11/2024;Hyderabad;Desktop;Data Analitics Online
A3333;Data Analytics Course;1020;31130;20277;220;70;69;1997;06/11/2024;Hyderabad;Desktop;Online Data Analytic
A3334;Data Analytics Course;1750;39580;19352;230;80;46;1064;04/11/2024;Hyderabad;Mobile;Data Analytics Course
A3336;Data Analytics Course;1270;42260;18446;100;90;71;1427;08/11/2024;Hyderabad;Desktop;Data Analytics Course
A3338;Data Analytics Course;1810;38590;24636;220;90;56;1769;01/11/2024;Hyderabad;Mobile;Online Data Analytic
A3339;Data Analytics Course;1400;33890;18333;280;60;43;1385;08/11/2024;Hyderabad;Mobile;Online Data Analytic
A3341;Data Analytics Course;1480;32690;19173;180;90;61;1396;10/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3342;Data Analytics Course;1010;48140;19143;170;70;69;1112;20/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3343;Data Analytics Course;1790;51450;22304;290;90;5;1002;08/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3344;Data Analytics Course;1510;41070;18381;210;100;66;1872;11/11/2024;Hyderabad;Desktop;Data Analytics Course
A3345;Data Analytics Course;1950;32210;18508;190;100;42;1905;26/11/2024;Hyderabad;Tablet;Data Analytics Course
A3347;Data Analytics Course;1610;31600;22971;170;30;19;1817;01/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3350;Data Analytics Course;1260;49200;18236;270;50;4;1933;04/11/2024;Hyderabad;Tablet;Data Analitics Online
A3354;Data Analytics Course;1270;57420;23398;130;40;31;1743;12/11/2024;Hyderabad;Tablet;Data Analytics Course
A3355;Data Analytics Course;1060;44740;18148;170;100;94;1189;20/11/2024;Hyderabad;Tablet;Analytics For Data
A3357;Data Analytics Course;810;41440;18001;180;30;37;1648;20/11/2024;Hyderabad;Mobile;Data Analitics Online
A3358;Data Analytics Course;1520;50070;20884;190;100;66;1628;24/11/2024;Hyderabad;Mobile;Online Data Analytic
A3359;Data Analytics Course;1530;53880;21993;160;40;26;1602;11/11/2024;Hyderabad;Tablet;Data Analytics Course
A3360;Data Analytics Course;1200;42290;24413;200;90;75;1380;12/11/2024;Hyderabad;Desktop;Data Analytics Course
A3361;Data Analytics Course;1670;51400;22832;280;90;51;1056;08/11/2024;Hyderabad;Mobile;Data Analitics Online
A3362;Data Analytics Course;1160;50010;18667;170;50;43;1340;07/11/2024;Hyderabad;Desktop;Analytics For Data
A3363;Data Analytics Course;930;38020;21552;220;70;34;1513;23/11/2024;Hyderabad;Mobile;Online Data Analytic
A3364;Data Analytics Course;1590;55840;24946;180;80;5;1176;09/11/2024;Hyderabad;Desktop;Analytics For Data
A3365;Data Analytics Course;1460;51050;22477;120;70;38;1440;05/11/2024;Hyderabad;Mobile;Analytics For Data
A3366;Data Analytics Course;1360;57140;1903;190;80;59;1694;30/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3367;Data Analytics Course;1590;50250;20868;160;40;51;1779;21/11/2024;Hyderabad;Mobile;Online Data Analytic
A3368;Data Analytics Course;830;37810;22082;110;40;48;1866;15/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3369;Data Analytics Course;1360;33180;21586;200;80;32;1712;21/11/2024;Hyderabad;Tablet;Data Analitics Online
A3370;Data Analytics Course;1360;39390;21366;160;60;44;1708;21/11/2024;Hyderabad;Tablet;Online Data Analytic
A3371;Data Analytics Course;1660;35460;22199;100;30;18;1796;12/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3374;Data Analytics Course;1080;40190;19985;250;80;59;1657;02/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3375;Data Analytics Course;1750;33450;18548;230;90;51;1193;20/11/2024;Hyderabad;Desktop;Data Analitics Online
A3376;Data Analytics Course;800;44130;2454;100;50;62;1650;03/11/2024;Hyderabad;Mobile;Data Analytics Course
A3377;Data Analytics Course;1920;49690;23427;300;50;26;1627;17/11/2024;Hyderabad;Tablet;Data Analytics Course
A3378;Data Analytics Course;850;50830;18119;130;30;5;1048;11/11/2024;Hyderabad;Mobile;Data Analytics Course
A3379;Data Analytics Course;910;41760;21663;200;80;88;1502;09/11/2024;Hyderabad;Mobile;Data Analytics Course
A3380;Data Analytics Course;940;53890;22053;110;100;106;1670;27/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3382;Data Analytics Course;1980;39260;19525;250;70;35;1060;12/11/2024;Hyderabad;Desktop;Data Analitics Online
A3383;Data Analytics Course;870;41540;23288;130;30;34;1099;10/11/2024;Hyderabad;Desktop;Online Data Analytic
A3384;Data Analytics Course;1010;32860;19659;120;90;89;1034;02/11/2024;Hyderabad;Tablet;Analytics For Data
A3385;Data Analytics Course;1420;45930;23069;200;50;35;1537;22/11/2024;Hyderabad;Mobile;Data Analytics Course
A3387;Data Analytics Course;1520;50400;23861;300;90;4;1795;15/11/2024;Hyderabad;Desktop;Data Analytics Course
A3388;Data Analytics Course;890;36230;21835;220;60;67;1311;01/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3389;Data Analytics Course;1150;39990;21667;160;60;31;1777;05/11/2024;Hyderabad;Mobile;Data Analytics Course
A3391;Data Analytics Course;1530;40270;18211;100;50;33;1332;28/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3393;Data Analytics Course;1720;57120;20406;280;70;34;1407;21/11/2024;Hyderabad;Tablet;Analytics For Data
A3394;Data Analytics Course;1180;55140;23788;270;90;76;1401;27/11/2024;Hyderabad;Mobile;Analytics For Data
A3395;Data Analytics Course;900;37760;18692;190;40;4;1053;15/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3397;Data Analytics Course;1490;38140;21311;130;70;47;1057;06/11/2024;Hyderabad;Mobile;Analytics For Data
A3398;Data Analytics Course;1370;54340;18257;100;70;51;1852;29/11/2024;Hyderabad;Desktop;Online Data Analytic
A3399;Data Analytics Course;1720;40790;18305;200;80;47;1988;28/11/2024;Hyderabad;Desktop;Data Analytics Course
A3400;Data Analytics Course;1160;42520;18005;180;80;69;1568;17/11/2024;Hyderabad;Desktop;Online Data Analytic
A3407;Data Analytics Course;1000;57810;20296;300;70;7;1132;18/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3408;Data Analytics Course;1000;54350;20599;130;60;31;1607;27/11/2024;Hyderabad;Tablet;Analytics For Data
A3411;Data Analytics Course;1530;32250;24034;200;80;52;1313;28/11/2024;Hyderabad;Tablet;Data Analitics Online
A3412;Data Analytics Course;1640;39960;20256;190;100;61;1880;29/11/2024;Hyderabad;Desktop;Data Analitics Online
A3415;Data Analytics Course;1420;53540;24732;170;40;48;1828;01/11/2024;Hyderabad;Desktop;Online Data Analytic
A3416;Data Analytics Course;1270;45870;19963;170;50;43;1319;27/11/2024;Hyderabad;Tablet;Data Analytics Course
A3418;Data Analytics Course;1830;59710;20743;100;70;38;1325;25/11/2024;Hyderabad;Tablet;Online Data Analytic
A3419;Data Analytics Course;1900;34550;21311;180;70;37;1730;13/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3421;Data Analytics Course;1990;43870;20692;200;90;38;1054;24/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3423;Data Analytics Course;1970;32530;24338;170;30;34;1606;22/11/2024;Hyderabad;Tablet;Data Analytics Course
A3426;Data Analytics Course;1630;47940;20435;260;30;52;1978;16/11/2024;Hyderabad;Tablet;Data Analitics Online
A3427;Data Analytics Course;1990;52100;21253;300;100;5;1749;26/11/2024;Hyderabad;Mobile;Analytics For Data
A3429;Data Analytics Course;1380;39610;24745;130;30;22;1601;18/11/2024;Hyderabad;Mobile;Data Analytics Course
A3432;Data Analytics Course;1050;31490;23319;130;100;95;1135;09/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3433;Data Analytics Course;890;59630;20941;290;90;101;1066;18/11/2024;Hyderabad;Desktop;Online Data Analytic
A3434;Data Analytics Course;1250;38080;19142;290;70;56;1783;10/11/2024;Hyderabad;Tablet;Data Analytics Course
A3436;Data Analytics Course;1750;55210;2074;250;30;17;1616;04/11/2024;Hyderabad;Mobile;Online Data Analytic
A3438;Data Analytics Course;1820;54660;2063;260;40;37;1816;18/11/2024;Hyderabad;Tablet;Data Analytics Course
A3440;Data Analytics Course;1680;49040;22019;230;60;36;1870;11/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3442;Data Analytics Course;1520;33900;20939;180;60;39;1620;04/11/2024;Hyderabad;Desktop;Online Data Analytic
A3443;Data Analytics Course;1130;35320;24757;290;60;55;1273;20/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3444;Data Analytics Course;930;36830;20145;110;100;108;1331;14/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3445;Data Analytics Course;1410;50310;18992;230;50;35;1093;01/11/2024;Hyderabad;Desktop;Data Analitics Online
A3446;Data Analytics Course;1910;56600;19249;210;50;56;1023;03/11/2024;Hyderabad;Mobile;Data Analytics Course
A3448;Data Analytics Course;1180;48040;22798;280;90;39;1064;28/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3450;Data Analytics Course;1670;50510;20295;210;100;6;1812;10/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3451;Data Analytics Course;1620;38150;22144;130;70;4;1728;21/11/2024;Hyderabad;Desktop;Data Analytics Course
A3452;Data Analytics Course;1250;53700;18367;180;100;42;1815;14/11/2024;Hyderabad;Tablet;Data Analytics Course
A3456;Data Analytics Course;1420;40230;18679;170;30;21;1172;23/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3457;Data Analytics Course;1500;44090;22345;230;70;47;1578;13/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3459;Data Analytics Course;1420;56130;18045;110;90;63;1978;28/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3460;Data Analytics Course;1030;48210;21454;300;60;58;1408;13/11/2024;Hyderabad;Tablet;Data Analitics Online
A3461;Data Analytics Course;1870;32890;18604;230;50;27;1645;06/11/2024;Hyderabad;Desktop;Data Analytics Course
A3463;Data Analytics Course;1050;30000;18597;170;60;57;1993;29/11/2024;Hyderabad;Mobile;Data Analitics Online
A3464;Data Analytics Course;1810;41560;24568;220;100;31;1336;14/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3466;Data Analytics Course;980;46550;18299;210;100;102;1918;25/11/2024;Hyderabad;Desktop;Data Analytics Course
A3468;Data Analytics Course;1020;52460;23471;200;40;39;1903;25/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3469;Data Analytics Course;1430;55450;24664;260;90;63;1105;08/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3470;Data Analytics Course;1110;40690;20357;250;40;33;1724;07/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3471;Data Analytics Course;1160;46890;1989;270;30;26;1553;24/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3472;Data Analytics Course;1480;39070;19943;110;70;47;1253;20/11/2024;Hyderabad;Desktop;Data Analitics Online
A3473;Data Analytics Course;900;51370;21964;210;70;78;1958;30/11/2024;Hyderabad;Mobile;Online Data Analytic
A3475;Data Analytics Course;1880;47270;24559;120;60;32;1321;24/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3477;Data Analytics Course;1120;36390;1856;270;70;62;1517;17/11/2024;Hyderabad;Tablet;Analytics For Data
A3480;Data Analytics Course;1720;59550;21607;150;70;38;1323;02/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3482;Data Analytics Course;1480;38840;23346;140;50;34;1138;11/11/2024;Hyderabad;Mobile;Data Analitics Online
A3483;Data Analytics Course;1910;53610;22004;170;100;52;1034;09/11/2024;Hyderabad;Mobile;Analytics For Data
A3485;Data Analytics Course;840;43880;23898;290;40;48;1271;14/11/2024;Hyderabad;Mobile;Analytics For Data
A3486;Data Analytics Course;800;56990;21394;170;60;75;1511;25/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3489;Data Analytics Course;1570;40260;19269;190;30;19;1028;09/11/2024;Hyderabad;Tablet;Analytics For Data
A3492;Data Analytics Course;1210;52200;20098;210;50;41;1773;13/11/2024;Hyderabad;Desktop;Data Analitics Online
A3494;Data Analytics Course;830;46930;18845;240;60;72;1539;16/11/2024;Hyderabad;Mobile;Analytics For Data
A3496;Data Analytics Course;1230;58120;18011;250;40;33;1293;21/11/2024;Hyderabad;Tablet;Data Analitics Online
A3498;Data Analytics Course;1260;49600;22868;300;30;58;1114;26/11/2024;Hyderabad;Mobile;Online Data Analytic
A3500;Data Analytics Course;1850;48030;24877;300;50;27;1806;05/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3502;Data Analytics Course;1230;33430;19066;140;50;41;1562;17/11/2024;Hyderabad;Mobile;Data Analytics Course
A3503;Data Analytics Course;1220;57180;21165;140;40;33;1857;19/11/2024;Hyderabad;Tablet;Data Analitics Online
A3504;Data Analytics Course;970;37540;18042;240;100;103;1011;16/11/2024;Hyderabad;Tablet;Analytics For Data
A3505;Data Analytics Course;880;36840;19873;300;40;45;1195;02/11/2024;Hyderabad;Mobile;Online Data Analytic
A3507;Data Analytics Course;960;55380;18879;280;60;62;1181;18/11/2024;Hyderabad;Mobile;Online Data Analytic
A3511;Data Analytics Course;830;39260;18663;210;50;6;1407;06/11/2024;Hyderabad;Tablet;Data Analitics Online
A3512;Data Analytics Course;1880;30690;21416;260;40;21;1563;14/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3513;Data Analytics Course;1930;39780;2318;200;30;46;1126;16/11/2024;Hyderabad;Mobile;Online Data Analytic
A3514;Data Analytics Course;1810;36520;2062;270;70;39;1690;03/11/2024;Hyderabad;Tablet;Analytics For Data
A3515;Data Analytics Course;1990;44000;22805;260;80;4;1025;09/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3516;Data Analytics Course;1670;55030;23228;190;90;54;1644;05/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3517;Data Analytics Course;1890;49550;21587;210;30;33;1238;17/11/2024;Hyderabad;Mobile;Data Analitics Online
A3518;Data Analytics Course;1250;34690;19284;160;80;36;1259;17/11/2024;Hyderabad;Desktop;Data Analytics Course
A3519;Data Analytics Course;1660;40960;20443;280;50;3;1579;06/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3520;Data Analytics Course;1810;51710;20869;140;40;22;1628;23/11/2024;Hyderabad;Mobile;Data Analytics Course
A3523;Data Analytics Course;830;39330;21461;290;60;48;1427;20/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3525;Data Analytics Course;1050;30300;18591;240;50;48;1263;02/11/2024;Hyderabad;Desktop;Data Analytics Course
A3529;Data Analytics Course;1980;57360;22753;140;90;45;1607;18/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3530;Data Analytics Course;1840;36410;1890;220;70;38;1905;15/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3536;Data Analytics Course;1440;59680;22421;210;60;32;1993;10/11/2024;Hyderabad;Desktop;Online Data Analytic
A3537;Data Analytics Course;1480;54310;21671;200;60;41;1200;20/11/2024;Hyderabad;Mobile;Online Data Analytic
A3538;Data Analytics Course;1890;34200;18135;260;60;32;1692;18/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3539;Data Analytics Course;1430;47010;22243;290;40;28;1953;07/11/2024;Hyderabad;Tablet;Data Analitics Online
A3540;Data Analytics Course;1850;49580;2013;210;50;27;1965;06/11/2024;Hyderabad;Desktop;Analytics For Data
A3545;Data Analytics Course;1500;56300;23921;260;40;27;1302;30/11/2024;Hyderabad;Tablet;Analytics For Data
A3546;Data Analytics Course;930;41570;2061;300;80;86;1129;08/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3547;Data Analytics Course;1010;59830;18586;100;50;5;1019;06/11/2024;Hyderabad;Tablet;Online Data Analytic
A3548;Data Analytics Course;1780;31090;1807;250;100;56;1709;12/11/2024;Hyderabad;Desktop;Data Analytics Course
A3549;Data Analytics Course;960;33650;22577;270;80;83;1884;30/11/2024;Hyderabad;Tablet;Data Analytics Course
A3550;Data Analytics Course;1700;53800;20462;200;40;24;1473;15/11/2024;Hyderabad;Desktop;Data Analytics Course
A3551;Data Analytics Course;1760;50360;22148;130;30;31;1072;22/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3552;Data Analytics Course;1780;41760;19849;300;40;22;1717;12/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3553;Data Analytics Course;990;56630;18748;220;50;34;1394;29/11/2024;Hyderabad;Desktop;Online Data Analytic
A3555;Data Analytics Course;1640;47250;22443;180;100;61;1140;30/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3556;Data Analytics Course;940;57620;20212;230;50;53;1694;23/11/2024;Hyderabad;Tablet;Online Data Analytic
A3557;Data Analytics Course;820;47730;22666;100;60;33;1189;20/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3558;Data Analytics Course;1940;41980;21766;160;100;52;1619;29/11/2024;Hyderabad;Tablet;Online Data Analytic
A3559;Data Analytics Course;1760;53140;18823;170;80;45;1725;04/11/2024;Hyderabad;Mobile;Analytics For Data
A3561;Data Analytics Course;1440;35090;19365;280;30;21;1361;16/11/2024;Hyderabad;Tablet;Analytics For Data
A3562;Data Analytics Course;1270;48500;23592;250;100;79;1057;12/11/2024;Hyderabad;Desktop;Data Analytics Course
A3563;Data Analytics Course;1080;52450;22735;120;50;46;1384;27/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3564;Data Analytics Course;960;54740;20165;160;80;3;1376;29/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3565;Data Analytics Course;1030;49130;18045;120;30;29;1178;28/11/2024;Hyderabad;Mobile;Learn Data Analytics
